"codice","descrizione"
"5110","Pleurite senza menzione di versamento o di tubercolosi attiva"
"5111","Pleurite con versamento e menzione di una causa batterica, esclusa la tubercolosi"
"5118","Altre forme specificate di versamento pleurico, eccetto il tubercolare"
"5119","Versamento pleurico non specificato"
"512","Pneumotorace"
"5120","Pneumotorace spontaneo iperteso"
"5121","Pneumotorace iatrogeno"
"5128","Altri pneumotoraci spontanei"
"513","Ascesso del polmone e del mediastino"
"5130","Ascesso del polmone"
"5131","Ascesso del mediastino"
"514","Congestione ed ipostasi polmonare"
"515","Fibrosi polmonare postinfiammatoria"
"516","Altre pneumopatie alveolari e parietoalveolari"
"5160","Proteinosi alveolare polmonare"
"5161","Emosiderosi polmonare idiopatica"
"5162","Microlitiasi alveolare polmonare"
"5163","Alveolite fibrosante idiopatica"
"5168","Altre pneumopatie alveolari e parietoalveolari specificate"
"5169","Pneumopatie alveolari e parietoalveolari non specificate"
"517","Complicazioni polmonari in manifestazioni morbose classificate altrove"
"5171","Polmonite reumatica"
"5172","Complicazioni polmonari in sclerosi sistemica"
"5173","Sindrome polmonare acuta"
"5178","Complicazioni polmonari in altre malattie classificate altrove"
"518","Altre malattie del polmone"
"5180","Collasso polmonare"
"5181","Enfisema interstiziale"
"5182","Enfisema compensatorio"
"5183","Eosinofilia polmonare"
"5184","Edema polmonare acuto, non specificato"
"5185","Insufficienza polmonare successiva a trauma o a intervento chirurgico"
"5186","Aspergillosi broncopolmonare allergica"
"5187","Lesione polmonare acuta post-trasfusionale"
"5188","Altre malattie del polmone"
"51881","Insufficienza respiratoria acuta"
"51882","Altre insufficienze polmonari, non classificate altrove"
"51883","Insufficienza respiratoria cronica"
"51884","Insufficienza respiratoria acuta e cronica"
"51889","Altre malattie del polmone, non classificate altrove"
"519","Altre malattie dell’apparato respiratorio"
"5190","Complicazioni della tracheostomia"
"51900","Complicazioni della tracheostomia, non specificate"
"51901","Infezioni della tracheostomia"
"51902","Complicazioni meccaniche della tracheostomia"
"51909","Altre complicazioni della tracheostomia"
"5191","Altre malattie della trachea e dei bronchi, non classificate altrove"
"51911","Broncospasmo acuto"
"51919","Altre patologie della trachea e dei bronchi"
"5192","Mediastinite"
"5193","Altre malattie del mediastino, non classificate altrove"
"5194","Disturbi del diaframma"
"5198","Altre malattie dell’apparato respiratorio, non classificate altrove"
"5199","Malattie dell’apparato respiratorio non specificate"
"520","Disordini dello sviluppo e della eruzione del dente"
"5200","Edentulia"
"5201","Dente soprannumerario"
"5202","Anomalie della misura e della forma dei denti"
"5203","Dente chiazzato o macchiato"
"5204","Disturbi della formazione del dente"
"5205","Disturbi ereditari della struttura del dente, non classificati altrove"
"5206","Disturbi dell’eruzione del dente"
"5207","Disturbi della dentizione"
"5208","Altri specifici disordini dello sviluppo ed eruzione del dente"
"5209","Disordini non specificati dello sviluppo e dell’eruzione del dente"
"521","Malattie dei tessuti duri dei denti"
"5210","Carie dentaria"
"52100","Carie dentaria, non specificata"
"52101","Carie dentaria, limitata allo smalto"
"52102","Carie dentaria estesa alla dentina"
"52103","Carie dentaria estesa alla polpa"
"52104","Carie dentaria arrestata"
"52105","Odontoclasia"
"52106","Foro e fessura da carie dentaria"
"52107","Carie dentaria della superficie liscia"
"52108","Carie dentaria della superficie della radice"
"52109","Altre carie dentarie"
"5211","Attrito dentale eccessivo (usura prossimale) (usura occlusale)"
"52110","Eccessivo attrito, non specificato"
"52111","Eccessivo attrito, limitato allo smalto"
"52112","Eccessivo attrito, esteso alla dentina"
"52113","Eccessivo attrito, esteso alla polpa"
"52114","Eccessivo attrito, localizzato"
"52115","Eccessivo attrito, generalizzato"
"5212","Abrasione"
"52120","Abrasione, non specificata"
"52121","Abrasione, limitata allo smalto"
"52122","Abrasione, estesa alla dentina"
"52123","Abrasione, estesa alla polpa"
"52124","Abrasione, localizzata"
"52125","Abrasione, generalizzata"
"5213","Erosione"
"52130","Erosione, non specificata"
"52131","Erosione, limitata allo smalto"
"52132","Erosione, estesa alla dentina"
"52133","Erosione, estesa alla polpa"
"52134","Erosione, localizzata"
"52135","Erosione, generalizzata"
"5214","Riassorbimento patologico del dente"
"52140","Riassorbimento patologico, non specificato"
"52141","Riassorbimento patologico, interno"
"52142","Riassorbimento patologico, esterno"
"52149","Altro riassorbimento patologico del dente"
"5215","Ipercementosi"
"5216","Anchilosi dei denti"
"5217","Cambiamenti intrinseci del colore dei denti dopo l’eruzione"
"5218","Altre malattie specificate dei tessuti duri dei denti"
"52181","Dente lesionato"
"52189","Altre patologie specifiche dei tessuti duri dei denti"
"5219","Malattie non specificate dei tessuti duri dei denti"
"522","Malattie della polpa e dei tessuti periapicali"
"5220","Pulpite"
"5221","Necrosi della polpa"
"5222","Degenerazione della polpa"
"5223","Anomala formazione di tessuto duro nella polpa"
"5224","Periodontite acuta apicale di origine pulpare"
"5225","Ascesso periapicale senza seno"
"5226","Periodontite cronica apicale"
"5227","Ascesso periapicale con seno"
"5228","Cisti radicolare"
"5229","Altre e non specificate malattie della polpa e dei tessuti periapicali"
"523","Malattie gengivali e periodontali"
"5230","Gengivite acuta"
"52300","Gengivite acuta, causata da placca"
"52301","Gengivite acuta, non causata da placca"
"5231","Gengivite cronica"
"52310","Gengivite cronica, causata da placca"
"52311","Gengivite cronica, non causata da placca"
"5232","Recessione (tasche) gengivale"
"52320","Retrazione gengivale, non specificata"
"52321","Retrazione gengivale, minima"
"52322","Retrazione gengivale, moderata"
"52323","Retrazione gengivale, grave"
"52324","Retrazione gengivale, localizzata"
"52325","Retrazione gengivale, generalizzata"
"5233","Periodontite acuta e aggressiva"
"52330","Periodontite aggressiva, non specificata"
"52331","Periodontite aggressiva, localizzata"
"52332","Periodontite aggressiva, generalizzata"
"52333","Periodontite aggressiva"
"5234","Periodontite cronica"
"52340","Periodontite cronica, non specificata"
"52341","Periodontite cronica, localizzata"
"52342","Periodontite cronica, generalizzata"
"5235","Periodontosi"
"5236","Concrezioni dentarie"
"5238","Altre malattie periodontali specificate"
"5239","Malattia gengivale e periodontale non specificata"
"524","Anomalie odontofacciali, inclusa la malocclusione"
"5240","Gravi anomalie di misura della mascella (inferiore o superiore)"
"52400","Anomalia non specificata"
"52401","Iperplasia della mascella superiore"
"52402","Iperplasia mandibolare"
"52403","Ipoplasia della mascella superiore"
"52404","ipoplasia mandibolare"
"52405","Macrogenia"
"52406","Microgenia"
"52407","Eccessiva tuberosita' della mascella (inferiore o superiore)"
"52409","Altra anomalia specificata"
"5241","Anomalie nei rapporti tra mascella e base del cranio"
"52410","Anomalia non specificata"
"52411","Asimmetria della mascella superiore"
"52412","Altra asimmetria della mascella (inferiore o superiore)"
"52419","Altra anomalia specificata"
"5242","Anomalie nei rapporti dell’arco dentale"
"52420","Anomalie non specificate nei rapporti dell’arcata dentale"
"52421","Malocclusione, classe di Angle I"
"52422","Malocclusione, classe di Angle II"
"52423","Malocclusione, classe di Angle III"
"52424","Rapporto occlusale aperto anteriore"
"52425","Rapporto occlusale aperto posteriore"
"52426","Eccessivo accavallamento orizzontale"
"52427","Articolazione inversa"
"52428","Anomalie della distanza tra le arcate"
"52429","Altre anomalie dei rapporti dell’arcata dentale"
"5243","Anomalie di posizione del dente di denti totalmente erotti"
"52430","Anomalie della posizione dei denti non specificata"
"52431","Affollamento dei denti"
"52432","Eccessiva spaziatura dei denti"
"52433","Spostamento orizzontale dei denti"
"52434","Spostamento verticale dei denti"
"52435","Rotazione del dente/dei denti"
"52436","Insufficiente distanza interocclusale dei denti (cresta)"
"52437","Eccessiva distanza interocclusale dei denti"
"52439","Altre anomalie della posizione dei denti"
"5244","Malocclusione, non specificata"
"5245","Anomalie della funzionalita' odontofacciale"
"52450","Anomalie della funzionalita' odontofacciale"
"52451","Anomala chiusura della mandibola"
"52452","Limitato spazio di movimento della mandibola"
"52453","Deviazione nell’apertura e nella chiusura della mandibola"
"52454","Insufficiente orientamento anteriore"
"52455","Discrepanza di occlusione centrica in massima intercuspidazione"
"52456","Interferenza del lato non lavorante"
"52457","Mancanza del supporto occlusale posteriore"
"52459","Altre anomalie funzionali odontofacciali"
"5246","Disturbi dell’articolazione temporomandibolare"
"52460","Disturbi dell’articolazione temporomandibolare, non specificati"
"52461","Adesioni e anchilosi (ossea o fibrosa)"
"52462","Dolore dell’articolazione temporomandibolare"
"52463","Disturbo del disco articolare (ridotto o non-ridotto)"
"52464","Rumori dell’articolazione temporomandibolare nell’apertura e/o chiusura della mandibola"
"52469","Altri disturbi specificati dell’articolazione temporomandibolare"
"5247","Anomalie dell’alveolo dentario"
"52470","Anomalia alveolare non specificata"
"52471","Iperplasia alveolare della mascella"
"52472","Iperplasia alveolare della mandibola"
"52473","Ipoplasia alveolare della mascella"
"52474","Ipoplasia alveolare della mandibola"
"52475","Spostamento verticale dell’alveolo e dei denti"
"52476","Deviazione del piano occlusale"
"52479","Altra anomalia alveolare specificata"
"5248","Altre anomalie odontofacciali specificate"
"52481","Lesione dei tessuti molli anteriori"
"52482","Lesione dei tessuti molli posteriori"
"52489","Altre anomalie odontofacciali specificate"
"5249","Anomalie odontofacciali non specificate"
"525","Altre malattie e condizioni dei denti e delle strutture di supporto"
"5250","Esfoliazione dei denti dovuta a cause sistemiche"
"5251","Perdita dei denti per trauma, estrazione o malattia locale periodontale"
"52510","Assenza acquisita dei denti, non specificata"
"52511","Perdita dei denti successiva a trauma"
"52512","Perdita dei denti successiva a malattia periodontale"
"52513","Perdita di denti in seguito a carie"
"52519","Altra perdita di denti"
"5252","Atrofia della cresta alveolare edentula"
"52520","Atrofia della cresta alveolare edentula non specificata"
"52521","Atrofia minima della mandibola"
"52522","Atrofia moderata della mandibola"
"52523","Atrofia severa della mandibola"
"52524","Atrofia minima della mascella"
"52525","Atrofia moderata della mascella"
"52526","Atrofia grave della mascella"
"5253","Radice dentaria ritenuta"
"5254","Edentulismo completo"
"52540","Edentulismo completo, non specificato"
"52541","Edentulismo completo, classe I"
"52542","Edentulismo completo, classe II"
"52543","Edentulismo completo, classe III"
"52544","Edentulismo completo, classe IV"
"5255","Edentulismo parziale"
"52550","Edentulismo parziale, non specificato"
"52551","Edentulismo parziale, classe I"
"52552","Edentulismo parziale, classe II"
"52553","Edentulismo parziale, classe III"
"52554","Edentulismo parziale, classe IV"
"5256","Ricostruzione insoddisfacente di un dente"
"52560","Ricostruzione insoddisfacente di un dente non specificato"
"52561","Margini di ricostruzione aperti"
"52562","Sporgenza non riparabile dei materiali usati nella ricostruzione dentale"
"52563","Materiale usato nella ricostruzione dentale fratturato senza perdita di materiale"
"52564","Materiale usato nella ricostruzione dentale fratturato con perdita di materiale"
"52565","Contorno di ricostruzione dentale esistente non compatibile biologicamente con la salute orale"
"52566","Allergia al materiale utilizzato nella ricostruzione esistente"
"52567","Livello estetico scadente della ricostruzione esistente"
"52569","Altra ricostruzione insoddisfacente del dente"
"5258","Altre malattie specificate dei denti e delle strutture di supporto"
"5259","Malattia non specificata dei denti e delle strutture di supporto"
"526","Malattie delle mascelle"
"5260","Cisti odontogeniche dello sviluppo"
"5261","Cisti fissurali delle mascelle"
"5262","Altre cisti delle mascelle (inferiore o superiore)"
"5263","Granuloma centrale a cellule giganti (riparativo)"
"5264","Infiammazioni delle mascelle"
"5265","Alveolite delle mascelle"
"5266","Patologia periradicolare associata precedente trattamento endodontico"
"52661","Perforazione dello spazio del canale radicolare"
"52662","Eccessivo riempimento endodontico"
"52663","Insufficiente riempimento endodontico"
"52669","Altre patologie periradicolari associate a precedente trattamento endodontico"
"5268","Altre malattie specificate delle mascelle"
"52681","Esostosi della mascella"
"52689","Altre malattie specificate delle mascelle"
"5269","Malattia non specificata delle mascelle"
"527","Malattie delle ghiandole salivari"
"5270","Atrofia"
"5271","Ipertrofia"
"5272","Sialoadenite"
"5273","Ascesso"
"5274","Fistola"
"5275","Sialolitiasi (scialolitiasi)"
"5276","Mucocele"
"5277","Disturbi della secrezione salivare"
"5278","Altre malattie specificate delle ghiandole salivari"
"5279","Malattia non specificata delle ghiandole salivari"
"528","Malattie dei tessuti molli orali, escluse specifiche lesioni della gengiva e della lingua"
"5280","Stomatite e mucosite (ulcerativa)"
"52800","Stomatite e mucosite, non specificata"
"52801","Mucosite (ulcerativa) dovuta a terapia antineoplastica"
"52802","Mucosite (ulcerativa) dovuta ad altri farmaci"
"52809","Altra stomatite e mucosite (ulcerativa)"
"5281","Gangrena orale"
"5282","Afta orale"
"5283","Cellulite e ascesso dei tessuti molli orali"
"5284","Cisti dei tessuti molli orali"
"5285","Malattie delle labbra"
"5286","Leucoplachia della mucosa orale, inclusa la lingua"
"5287","Altri disturbi dell’epitelio orale, inclusa la lingua"
"52871","Mucosa della cresta residua minimamente cheratinizzata"
"52872","Mucosa della cresta residua eccessivamente cheratinizzata"
"52879","Altri disturbi dell’epitelio orale, inclusa la lingua"
